file,asset_id,bom_ref,component,version,known_cves
ICS-0852_rockwell_studio-5000-logix-designer-35-00_SBOM.json,ICS-0852,pkg:oss:libcurl,libcurl,8.4.0,CVE-2023-46218;CVE-2024-2379
ICS-0852_rockwell_studio-5000-logix-designer-35-00_SBOM.json,ICS-0852,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2016 SP2,CVE-2019-1068;CVE-2020-0618
ICS-0852_rockwell_studio-5000-logix-designer-35-00_SBOM.json,ICS-0852,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0852_rockwell_studio-5000-logix-designer-35-00_SBOM.json,ICS-0852,pkg:oss:dotnet,Microsoft .NET Framework,4.8,CVE-2021-26701;CVE-2023-21808
ICS-0853_schneider_ecostruxure-control-expert-v16-0_SBOM.json,ICS-0853,pkg:oss:dotnet,Microsoft .NET Framework,4.6.2,CVE-2018-8421;CVE-2019-0545;CVE-2020-1147
ICS-0853_schneider_ecostruxure-control-expert-v16-0_SBOM.json,ICS-0853,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0853_schneider_ecostruxure-control-expert-v16-0_SBOM.json,ICS-0853,pkg:oss:openssl,OpenSSL,1.1.1n,CVE-2022-1292;CVE-2022-2068;CVE-2022-4304
ICS-0853_schneider_ecostruxure-control-expert-v16-0_SBOM.json,ICS-0853,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0853_schneider_ecostruxure-control-expert-v16-0_SBOM.json,ICS-0853,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0853_schneider_ecostruxure-control-expert-v16-0_SBOM.json,ICS-0853,pkg:oss:codesys-rt,CODESYS Control Runtime System,3.5.16.0,CVE-2021-30186;CVE-2021-30188;CVE-2021-30189
ICS-0854_mitsubishi_gx-works3-engineering-tool-1-090u_SBOM.json,ICS-0854,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0854_mitsubishi_gx-works3-engineering-tool-1-090u_SBOM.json,ICS-0854,pkg:oss:dotnet,Microsoft .NET Framework,4.6.2,CVE-2018-8421;CVE-2019-0545;CVE-2020-1147
ICS-0854_mitsubishi_gx-works3-engineering-tool-1-090u_SBOM.json,ICS-0854,pkg:oss:libcurl,libcurl,7.79.1,CVE-2022-22576;CVE-2022-27774;CVE-2022-32221
ICS-0854_mitsubishi_gx-works3-engineering-tool-1-090u_SBOM.json,ICS-0854,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0854_mitsubishi_gx-works3-engineering-tool-1-090u_SBOM.json,ICS-0854,pkg:oss:libxml2,libxml2,2.9.10,CVE-2021-3517;CVE-2021-3518;CVE-2022-29824
ICS-0855_codesys_codesys-development-system-v3-5-sp18_SBOM.json,ICS-0855,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0855_codesys_codesys-development-system-v3-5-sp18_SBOM.json,ICS-0855,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0855_codesys_codesys-development-system-v3-5-sp18_SBOM.json,ICS-0855,pkg:oss:libcurl,libcurl,8.4.0,CVE-2023-46218;CVE-2024-2379
ICS-0855_codesys_codesys-development-system-v3-5-sp18_SBOM.json,ICS-0855,pkg:oss:codesys-rt,CODESYS Control Runtime System,3.5.19.20,CVE-2023-3663;CVE-2023-3665
ICS-0856_abb_automation-builder-2-6_SBOM.json,ICS-0856,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2019 CU22,CVE-2023-21528
ICS-0856_abb_automation-builder-2-6_SBOM.json,ICS-0856,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0856_abb_automation-builder-2-6_SBOM.json,ICS-0856,pkg:oss:dotnet,Microsoft .NET Framework,4.7.2,CVE-2020-1147;CVE-2021-24112;CVE-2021-26701
ICS-0856_abb_automation-builder-2-6_SBOM.json,ICS-0856,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0856_abb_automation-builder-2-6_SBOM.json,ICS-0856,pkg:oss:codesys-rt,CODESYS Control Runtime System,3.5.19.20,CVE-2023-3663;CVE-2023-3665
ICS-0857_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0857,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0857_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0857,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0857_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0857,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0857_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0857,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0857_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0857,pkg:oss:sqlite,SQLite,3.22.0,CVE-2018-8740;CVE-2019-8457;CVE-2020-11655
ICS-0857_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0857,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
ICS-0857_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0857,pkg:oss:libmodbus,libmodbus,3.1.4,CVE-2019-14462;CVE-2019-14463
ICS-0857_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0857,pkg:oss:net-snmp,Net-SNMP,5.7.3,CVE-2018-18065;CVE-2019-20892;CVE-2020-15862
ICS-0857_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0857,pkg:oss:ipnet,Interpeak IPnet TCP/IP Stack,6.9,CVE-2019-12255;CVE-2019-12256;CVE-2019-12257;CVE-2019-12260
ICS-0858_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0858,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
ICS-0858_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0858,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0858_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0858,pkg:oss:net-snmp,Net-SNMP,5.7.3,CVE-2018-18065;CVE-2019-20892;CVE-2020-15862
ICS-0858_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0858,pkg:oss:sqlite,SQLite,3.39.4,CVE-2022-46908;CVE-2023-7104
ICS-0858_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0858,pkg:oss:libxml2,libxml2,2.9.10,CVE-2021-3517;CVE-2021-3518;CVE-2022-29824
ICS-0858_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0858,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0858_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0858,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0859_yokogawa_centum-vp-field-control-station-afv10d_SBOM.json,ICS-0859,pkg:oss:expat,Expat,2.5.0,CVE-2023-52425
ICS-0859_yokogawa_centum-vp-field-control-station-afv10d_SBOM.json,ICS-0859,pkg:oss:mbedtls,Mbed TLS,2.16.3,CVE-2020-10932;CVE-2020-16150;CVE-2021-24119
ICS-0859_yokogawa_centum-vp-field-control-station-afv10d_SBOM.json,ICS-0859,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0859_yokogawa_centum-vp-field-control-station-afv10d_SBOM.json,ICS-0859,pkg:oss:lwip,lwIP,2.0.3,CVE-2020-22283;CVE-2020-22284;CVE-2020-22288
ICS-0860_abb_ac-800m-controller-pm891_SBOM.json,ICS-0860,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0860_abb_ac-800m-controller-pm891_SBOM.json,ICS-0860,pkg:oss:sqlite,SQLite,3.39.4,CVE-2022-46908;CVE-2023-7104
ICS-0860_abb_ac-800m-controller-pm891_SBOM.json,ICS-0860,pkg:oss:net-snmp,Net-SNMP,5.7.3,CVE-2018-18065;CVE-2019-20892;CVE-2020-15862
ICS-0860_abb_ac-800m-controller-pm891_SBOM.json,ICS-0860,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0860_abb_ac-800m-controller-pm891_SBOM.json,ICS-0860,pkg:oss:openssl,OpenSSL,1.1.1g,CVE-2020-1971;CVE-2021-3450;CVE-2021-3711
ICS-0860_abb_ac-800m-controller-pm891_SBOM.json,ICS-0860,pkg:oss:ipnet,Interpeak IPnet TCP/IP Stack,7.0,CVE-2019-12258;CVE-2019-12259;CVE-2019-12262
ICS-0861_siemens_simatic-pcs-7-as-controller-as-417-4_SBOM.json,ICS-0861,pkg:oss:mbedtls,Mbed TLS,2.28.0,CVE-2022-35409;CVE-2023-43615
ICS-0861_siemens_simatic-pcs-7-as-controller-as-417-4_SBOM.json,ICS-0861,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0861_siemens_simatic-pcs-7-as-controller-as-417-4_SBOM.json,ICS-0861,pkg:oss:openssl,OpenSSL,1.1.1g,CVE-2020-1971;CVE-2021-3450;CVE-2021-3711
ICS-0862_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0862,pkg:oss:openssl,OpenSSL,1.1.1g,CVE-2020-1971;CVE-2021-3450;CVE-2021-3711
ICS-0862_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0862,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0862_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0862,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0862_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0862,pkg:oss:libcurl,libcurl,8.4.0,CVE-2023-46218;CVE-2024-2379
ICS-0862_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0862,pkg:oss:net-snmp,Net-SNMP,5.8,CVE-2020-15861;CVE-2020-15862;CVE-2022-24805
ICS-0862_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0862,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
ICS-0862_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0862,pkg:oss:libxml2,libxml2,2.9.10,CVE-2021-3517;CVE-2021-3518;CVE-2022-29824
ICS-0863_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0863,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0863_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0863,pkg:oss:lwip,lwIP,2.1.3,CVE-2023-5188
ICS-0863_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0863,pkg:oss:mbedtls,Mbed TLS,2.28.0,CVE-2022-35409;CVE-2023-43615
ICS-0863_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0863,pkg:oss:wolfssl,wolfSSL,4.5.0,CVE-2021-3336;CVE-2021-24116
ICS-0863_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0863,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0863_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0863,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.66,CVE-2020-11896;CVE-2020-11897;CVE-2020-11901
ICS-0864_hima_himax-safety-controller-x-cpu-01_SBOM.json,ICS-0864,pkg:oss:libmodbus,libmodbus,3.1.4,CVE-2019-14462;CVE-2019-14463
ICS-0864_hima_himax-safety-controller-x-cpu-01_SBOM.json,ICS-0864,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.66,CVE-2020-11896;CVE-2020-11897;CVE-2020-11901
ICS-0864_hima_himax-safety-controller-x-cpu-01_SBOM.json,ICS-0864,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0864_hima_himax-safety-controller-x-cpu-01_SBOM.json,ICS-0864,pkg:oss:mbedtls,Mbed TLS,3.4.0,CVE-2023-43615
ICS-0865_pilz_pss-4000-safety-controller-pssu-h-fs_SBOM.json,ICS-0865,pkg:oss:wolfssl,wolfSSL,5.5.0,CVE-2022-42905;CVE-2023-3724
ICS-0865_pilz_pss-4000-safety-controller-pssu-h-fs_SBOM.json,ICS-0865,pkg:oss:lwip,lwIP,2.1.3,CVE-2023-5188
ICS-0865_pilz_pss-4000-safety-controller-pssu-h-fs_SBOM.json,ICS-0865,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0865_pilz_pss-4000-safety-controller-pssu-h-fs_SBOM.json,ICS-0865,pkg:oss:mbedtls,Mbed TLS,2.16.3,CVE-2020-10932;CVE-2020-16150;CVE-2021-24119
ICS-0866_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0866,pkg:oss:wolfssl,wolfSSL,4.5.0,CVE-2021-3336;CVE-2021-24116
ICS-0866_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0866,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0866_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0866,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0866_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0866,pkg:oss:mbedtls,Mbed TLS,3.4.0,CVE-2023-43615
ICS-0866_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0866,pkg:oss:lwip,lwIP,2.1.3,CVE-2023-5188
ICS-0866_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0866,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0867_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0867,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0867_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0867,pkg:oss:libcurl,libcurl,7.29.0,CVE-2016-8615;CVE-2018-1000120;CVE-2019-5482
ICS-0867_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0867,pkg:oss:net-snmp,Net-SNMP,5.9.1,CVE-2022-24805;CVE-2022-24809
ICS-0867_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0867,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
ICS-0868_moxa_mgate-protocol-gateway-eip3170i_SBOM.json,ICS-0868,pkg:oss:goahead,GoAhead Embedded Web Server,4.1.0,CVE-2021-42342
ICS-0868_moxa_mgate-protocol-gateway-eip3170i_SBOM.json,ICS-0868,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0868_moxa_mgate-protocol-gateway-eip3170i_SBOM.json,ICS-0868,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0868_moxa_mgate-protocol-gateway-eip3170i_SBOM.json,ICS-0868,pkg:oss:glibc,GNU C Library,2.35,CVE-2023-4911;CVE-2024-2961
ICS-0868_moxa_mgate-protocol-gateway-eip3170i_SBOM.json,ICS-0868,pkg:oss:dropbear,Dropbear SSH,2016.74,CVE-2016-7406;CVE-2016-7407;CVE-2016-7408
ICS-0868_moxa_mgate-protocol-gateway-eip3170i_SBOM.json,ICS-0868,pkg:oss:libpcap,libpcap,1.9.1,CVE-2019-15165;CVE-2023-7256
ICS-0868_moxa_mgate-protocol-gateway-eip3170i_SBOM.json,ICS-0868,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0868_moxa_mgate-protocol-gateway-eip3170i_SBOM.json,ICS-0868,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
ICS-0868_moxa_mgate-protocol-gateway-eip3170i_SBOM.json,ICS-0868,pkg:oss:lighttpd,lighttpd,1.4.55,CVE-2022-22707;CVE-2023-44487
ICS-0869_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0869,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0869_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0869,pkg:oss:wpa-supplicant,wpa_supplicant,2.9,CVE-2021-27803;CVE-2021-30004;CVE-2022-23303
ICS-0869_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0869,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0869_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0869,pkg:oss:nginx,nginx,1.20.1,CVE-2022-41741;CVE-2022-41742
ICS-0869_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0869,pkg:oss:musl,musl libc,1.2.2,CVE-2020-28928
ICS-0869_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0869,pkg:oss:goahead,GoAhead Embedded Web Server,3.6.5,CVE-2017-17562;CVE-2019-5096;CVE-2019-5097
ICS-0870_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0870,pkg:oss:goahead,GoAhead Embedded Web Server,3.6.5,CVE-2017-17562;CVE-2019-5096;CVE-2019-5097
ICS-0870_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0870,pkg:oss:nginx,nginx,1.18.0,CVE-2021-23017;CVE-2022-41741;CVE-2022-41742
ICS-0870_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0870,pkg:oss:libxml2,libxml2,2.9.14,CVE-2022-40303;CVE-2022-40304;CVE-2023-28484
ICS-0870_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0870,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0870_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0870,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0870_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0870,pkg:oss:musl,musl libc,1.2.2,CVE-2020-28928
ICS-0870_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0870,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
ICS-0871_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0871,pkg:oss:openvpn,OpenVPN,2.4.7,CVE-2020-11810;CVE-2020-15078
ICS-0871_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0871,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0871_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0871,pkg:oss:wpa-supplicant,wpa_supplicant,2.10,CVE-2023-52160
ICS-0871_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0871,pkg:oss:libcurl,libcurl,7.79.1,CVE-2022-22576;CVE-2022-27774;CVE-2022-32221
ICS-0871_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0871,pkg:oss:linux-kernel,Linux Kernel,5.4.278,CVE-2023-32233;CVE-2024-1086
ICS-0871_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0871,pkg:oss:mosquitto,Eclipse Mosquitto,2.0.11,CVE-2021-34431;CVE-2021-41039;CVE-2023-0809
ICS-0871_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0871,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
ICS-0871_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0871,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0871_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0871,pkg:oss:openssh,OpenSSH,9.3p1,CVE-2023-38408;CVE-2023-48795;CVE-2024-6387
ICS-0871_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0871,pkg:oss:busybox,BusyBox,1.35.0,CVE-2022-28391
ICS-0872_belden_eagle40-industrial-firewall-eagle30_SBOM.json,ICS-0872,pkg:oss:openvpn,OpenVPN,2.5.5,CVE-2022-0547;CVE-2023-46849;CVE-2023-46850
ICS-0872_belden_eagle40-industrial-firewall-eagle30_SBOM.json,ICS-0872,pkg:oss:sqlite,SQLite,3.22.0,CVE-2018-8740;CVE-2019-8457;CVE-2020-11655
ICS-0872_belden_eagle40-industrial-firewall-eagle30_SBOM.json,ICS-0872,pkg:oss:nginx,nginx,1.14.2,CVE-2019-9511;CVE-2019-9513;CVE-2019-20372
ICS-0872_belden_eagle40-industrial-firewall-eagle30_SBOM.json,ICS-0872,pkg:oss:musl,musl libc,1.2.2,CVE-2020-28928
ICS-0872_belden_eagle40-industrial-firewall-eagle30_SBOM.json,ICS-0872,pkg:oss:linux-kernel,Linux Kernel,3.10.108,CVE-2017-1000112;CVE-2018-5333;CVE-2019-11477
ICS-0872_belden_eagle40-industrial-firewall-eagle30_SBOM.json,ICS-0872,pkg:oss:dropbear,Dropbear SSH,2022.83,CVE-2023-48795
ICS-0872_belden_eagle40-industrial-firewall-eagle30_SBOM.json,ICS-0872,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0873_belden_rsp-managed-switch-rsp20_SBOM.json,ICS-0873,pkg:oss:u-boot,Das U-Boot,2021.10,CVE-2022-30767;CVE-2022-33967
ICS-0873_belden_rsp-managed-switch-rsp20_SBOM.json,ICS-0873,pkg:oss:dnsmasq,dnsmasq,2.78,CVE-2017-14491;CVE-2017-14492;CVE-2020-25681
ICS-0873_belden_rsp-managed-switch-rsp20_SBOM.json,ICS-0873,pkg:oss:libxml2,libxml2,2.9.14,CVE-2022-40303;CVE-2022-40304;CVE-2023-28484
ICS-0873_belden_rsp-managed-switch-rsp20_SBOM.json,ICS-0873,pkg:oss:mosquitto,Eclipse Mosquitto,2.0.11,CVE-2021-34431;CVE-2021-41039;CVE-2023-0809
ICS-0873_belden_rsp-managed-switch-rsp20_SBOM.json,ICS-0873,pkg:oss:openssh,OpenSSH,7.4p1,CVE-2018-15473;CVE-2019-6111;CVE-2016-10708
ICS-0873_belden_rsp-managed-switch-rsp20_SBOM.json,ICS-0873,pkg:oss:openssl,OpenSSL,1.0.2k,CVE-2017-3731;CVE-2017-3732;CVE-2016-7055
ICS-0874_westermo_lynx-dss-managed-switch-lynx-5612_SBOM.json,ICS-0874,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0874_westermo_lynx-dss-managed-switch-lynx-5612_SBOM.json,ICS-0874,pkg:oss:glibc,GNU C Library,2.35,CVE-2023-4911;CVE-2024-2961
ICS-0874_westermo_lynx-dss-managed-switch-lynx-5612_SBOM.json,ICS-0874,pkg:oss:busybox,BusyBox,1.20.2,CVE-2017-16544;CVE-2016-2147;CVE-2018-1000500
ICS-0874_westermo_lynx-dss-managed-switch-lynx-5612_SBOM.json,ICS-0874,pkg:oss:dnsmasq,dnsmasq,2.82,CVE-2020-25681;CVE-2020-25684;CVE-2021-3448
ICS-0875_moxa_eds-managed-ethernet-switch-eds-508a_SBOM.json,ICS-0875,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0875_moxa_eds-managed-ethernet-switch-eds-508a_SBOM.json,ICS-0875,pkg:oss:linux-kernel,Linux Kernel,3.10.108,CVE-2017-1000112;CVE-2018-5333;CVE-2019-11477
ICS-0875_moxa_eds-managed-ethernet-switch-eds-508a_SBOM.json,ICS-0875,pkg:oss:sqlite,SQLite,3.22.0,CVE-2018-8740;CVE-2019-8457;CVE-2020-11655
ICS-0875_moxa_eds-managed-ethernet-switch-eds-508a_SBOM.json,ICS-0875,pkg:oss:lighttpd,lighttpd,1.4.55,CVE-2022-22707;CVE-2023-44487
ICS-0876_siemens_scalance-x-industrial-switch-x308-2_SBOM.json,ICS-0876,pkg:oss:wpa-supplicant,wpa_supplicant,2.10,CVE-2023-52160
ICS-0876_siemens_scalance-x-industrial-switch-x308-2_SBOM.json,ICS-0876,pkg:oss:linux-kernel,Linux Kernel,4.9.337,CVE-2019-11477;CVE-2021-33909;CVE-2022-0847
ICS-0876_siemens_scalance-x-industrial-switch-x308-2_SBOM.json,ICS-0876,pkg:oss:sqlite,SQLite,3.39.4,CVE-2022-46908;CVE-2023-7104
ICS-0876_siemens_scalance-x-industrial-switch-x308-2_SBOM.json,ICS-0876,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0876_siemens_scalance-x-industrial-switch-x308-2_SBOM.json,ICS-0876,pkg:oss:dropbear,Dropbear SSH,2019.78,CVE-2018-15599;CVE-2020-36254
ICS-0877_siemens_ruggedcom-rx1500-router-rx1400_SBOM.json,ICS-0877,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0877_siemens_ruggedcom-rx1500-router-rx1400_SBOM.json,ICS-0877,pkg:oss:dnsmasq,dnsmasq,2.78,CVE-2017-14491;CVE-2017-14492;CVE-2020-25681
ICS-0877_siemens_ruggedcom-rx1500-router-rx1400_SBOM.json,ICS-0877,pkg:oss:dropbear,Dropbear SSH,2016.74,CVE-2016-7406;CVE-2016-7407;CVE-2016-7408
ICS-0878_abb_acs880-industrial-drive-acs880-07_SBOM.json,ICS-0878,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0878_abb_acs880-industrial-drive-acs880-07_SBOM.json,ICS-0878,pkg:oss:expat,Expat,2.5.0,CVE-2023-52425
ICS-0878_abb_acs880-industrial-drive-acs880-07_SBOM.json,ICS-0878,pkg:oss:lwip,lwIP,2.0.3,CVE-2020-22283;CVE-2020-22284;CVE-2020-22288
ICS-0878_abb_acs880-industrial-drive-acs880-07_SBOM.json,ICS-0878,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0879_siemens_sinamics-s120-drive-cu310-2-pn_SBOM.json,ICS-0879,pkg:oss:lwip,lwIP,1.4.1,CVE-2014-1912;CVE-2020-22283;CVE-2020-22284
ICS-0879_siemens_sinamics-s120-drive-cu310-2-pn_SBOM.json,ICS-0879,pkg:oss:mbedtls,Mbed TLS,2.16.3,CVE-2020-10932;CVE-2020-16150;CVE-2021-24119
ICS-0879_siemens_sinamics-s120-drive-cu310-2-pn_SBOM.json,ICS-0879,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0879_siemens_sinamics-s120-drive-cu310-2-pn_SBOM.json,ICS-0879,pkg:oss:wolfssl,wolfSSL,4.5.0,CVE-2021-3336;CVE-2021-24116
